player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category
Sikou Niakate,413118,21/22,muscular problems,2021-10-04,2021-12-02,59,20,21,1999-07-10,18,France,Metz,16,Ligue 1,66,1800000,2000,186,76,SUB,2021-08-16,S. Niakaté,Sikou Niakaté,Sikou Niakaté,Left,High/Medium,Normal (185+),68,Oct,muscle injuries,other
Mikhail Ignatov,419672,21/22,unknown injury,2021-11-25,2021-12-02,7,1,21,2000-05-04,40,Russia,Spartak Moskva,67,Premier League,65,1800000,9000,187,79,SUB,2021-08-16,M. Ignatov,Mikhail Ignatov,Mikhail Ignatov,Right,Medium/Medium,Lean (185+),67,Nov,unknown injuries,other
Luka Adzic,423609,21/22,Quarantine,2022-01-11,2022-01-17,6,1,22,1998-09-17,51,Serbia,PEC Zwolle,10,Eredivisie,66,1400000,3000,184,78,SUB,2021-09-23,L. Adžić,Luka Adžić,Luka Adžić,Right,Medium/Low,Normal (170-185),74,Jan,illnesses and infections,other
Daniil Kulikov,425756,21/22,Knee injury,2021-11-15,2022-01-31,77,6,23,1998-06-24,40,Russia,Lokomotiv Moskva,67,Premier League,70,3300000,19000,178,66,LCM,2021-08-16,D. Kulikov,Daniil Kulikov,Daniil Kulikov,Right,Medium/Medium,Normal (170-185),69,Nov,joint and ligament injuries,midfielders
Nicolo Fagioli,432090,21/22,muscular problems,2022-06-04,2022-06-14,10,6,20,2001-02-12,27,Italy,Juventus,31,Serie A,68,3200000,18000,178,72,RES,2021-08-16,N. Fagioli,Nicolò Fagioli,Nicolò Fagioli,Right,Medium/Medium,Normal (170-185),67,Jun,muscle injuries,other
Dylan Bronn,450417,21/22,Corona virus,2022-01-14,2022-01-22,8,3,26,1995-06-19,145,Tunisia,Metz,16,Ligue 1,75,6500000,17000,185,77,RCB,2021-08-16,D. Bronn,Dylan Daniel Mahmoud Bronn,Dylan Bronn,Right,High/Medium,Normal (185+),66,Jan,coronavirus,defenders
Andras Schafer,454863,21/22,Corona virus,2022-04-25,2022-05-05,10,1,22,1999-04-13,23,Hungary,FC Union Berlin,19,Bundesliga,69,3100000,12000,180,70,RES,2022-01-27,A. Schäfer,András Schäfer,András Schäfer,Right,Medium/Medium,Lean (170-185),72,Apr,coronavirus,other
Andras Schafer,454863,21/22,Knock,2022-02-17,2022-03-10,21,4,22,1999-04-13,23,Hungary,FC Union Berlin,19,Bundesliga,69,3100000,12000,180,70,RES,2022-01-27,A. Schäfer,András Schäfer,András Schäfer,Right,Medium/Medium,Lean (170-185),72,Feb,bruises and contusions,other
Andras Schafer,454863,21/22,minor knock,2021-11-25,2021-12-02,7,1,22,1999-04-13,23,Hungary,FC Union Berlin,19,Bundesliga,69,3100000,12000,180,70,RES,2022-01-27,A. Schäfer,András Schäfer,András Schäfer,Right,Medium/Medium,Lean (170-185),72,Nov,bruises and contusions,other
Andrea Cambiaso,459658,21/22,Knee injury,2022-02-25,2022-05-05,69,13,21,2000-02-20,27,Italy,Genoa,31,Serie A,60,600000,2000,181,72,RES,2021-08-16,A. Cambiaso,Andrea Cambiaso,Andrea Cambiaso,Left,High/Medium,Normal (170-185),65,Feb,joint and ligament injuries,other
Andrea Cambiaso,459658,21/22,Hamstring injury,2022-01-11,2022-01-16,5,1,21,2000-02-20,27,Italy,Genoa,31,Serie A,60,600000,2000,181,72,RES,2021-08-16,A. Cambiaso,Andrea Cambiaso,Andrea Cambiaso,Left,High/Medium,Normal (170-185),65,Jan,muscle injuries,other
James Brown,467540,21/22,Hamstring injury,2021-09-22,2021-10-10,18,4,23,1998-01-12,14,England,St. Johnstone,50,Premiership,62,750000,1000,178,79,SUB,2021-08-16,J. Brown,James Dominic Brown,James Brown,Right,High/Medium,Normal (170-185),70,Sep,muscle injuries,other
Musa Barrow,486624,21/22,Corona virus,2021-07-13,2021-07-26,13,NA,22,1998-11-14,116,Gambia,Bologna,31,Serie A,76,17000000,37000,183,70,LW,2021-08-16,M. Barrow,Musa Barrow,Musa Barrow,Right,High/Medium,Lean (170-185),84,Jul,coronavirus,forwards
Thijs Jansen,514287,21/22,unknown injury,2021-08-21,2021-09-18,28,4,19,2001-11-29,34,Netherlands,Feyenoord,10,Eredivisie,60,500000,550,192,75,RES,2021-08-16,T. Jansen,Thijs Jansen,Thijs Jansen,Right,Medium/Medium,Lean (185+),NA,Aug,unknown injuries,other
Yacine Bourhane,525131,21/22,Corona virus,2022-01-22,2022-01-23,1,1,22,1998-09-30,214,Comoros,Go Ahead Eagles,10,Eredivisie,64,1300000,2000,184,74,SUB,2021-08-16,Y. Bourhane,Yacine Bourhane,Yacine Bourhane,Left,Medium/Medium,Lean (170-185),67,Jan,coronavirus,other
Ignatius Ganago,531949,21/22,Knee injury,2021-10-25,2021-11-10,16,2,22,1999-02-16,103,Cameroon,Lens,16,Ligue 1,74,6500000,24000,179,82,LS,2021-08-16,I. Ganago,Ignatius Kpene Ganago,Ignatius Ganago,Right,High/Medium,Stocky (170-185),82,Oct,joint and ligament injuries,forwards
Ignatius Ganago,531949,21/22,Quarantine,2021-09-10,2021-09-17,7,1,22,1999-02-16,103,Cameroon,Lens,16,Ligue 1,74,6500000,24000,179,82,LS,2021-08-16,I. Ganago,Ignatius Kpene Ganago,Ignatius Ganago,Right,High/Medium,Stocky (170-185),82,Sep,illnesses and infections,forwards
Georginio Rutter,538977,21/22,Shoulder injury,2022-05-08,2022-06-26,49,1,19,2002-04-20,18,France,TSG Hoffenheim,19,Bundesliga,65,1700000,5000,182,83,SUB,2021-08-16,G. Rutter,Georginio Rutter,Georginio Rutter,Left,Medium/Medium,Normal (170-185),77,May,miscellaneous,other
Alessandro Bastoni,315853,21/22,Calf injury,2022-04-27,2022-05-11,14,4,22,1999-04-13,27,Italy,Inter,31,Serie A,80,44500000,77000,190,75,LCB,2021-08-16,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),65,Apr,muscle injuries,defenders
Alessandro Bastoni,315853,21/22,Ankle problems,2022-02-09,2022-02-15,6,1,22,1999-04-13,27,Italy,Inter,31,Serie A,80,44500000,77000,190,75,LCB,2021-08-16,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),65,Feb,joint and ligament injuries,defenders
Alessandro Bastoni,315853,21/22,Stomach flu,2021-12-01,2021-12-03,2,1,22,1999-04-13,27,Italy,Inter,31,Serie A,80,44500000,77000,190,75,LCB,2021-08-16,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),65,Dec,illnesses and infections,defenders
Alessandro Bastoni,315853,21/22,Muscle fatigue,2021-11-12,2021-11-19,7,1,22,1999-04-13,27,Italy,Inter,31,Serie A,80,44500000,77000,190,75,LCB,2021-08-16,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),65,Nov,muscle injuries,defenders
Alessandro Bastoni,315853,21/22,Muscle fatigue,2021-09-09,2021-09-13,4,1,22,1999-04-13,27,Italy,Inter,31,Serie A,80,44500000,77000,190,75,LCB,2021-08-16,A. Bastoni,Alessandro Bastoni,Alessandro Bastoni,Left,Medium/High,Lean (185+),65,Sep,muscle injuries,defenders
Paul Bernardoni,318507,21/22,Lung contusion,2021-11-01,2021-12-15,44,6,24,1997-04-18,18,France,Angers SCO,16,Ligue 1,77,13000000,15000,190,78,GK,2021-08-16,P. Bernardoni,Paul Jean François Bernardoni,Paul Bernardoni,Left,Medium/Medium,Normal (185+),NA,Nov,bruises and contusions,goalkeepers
Ahmed Touba,325924,21/22,muscular problems,2021-12-20,2022-01-25,36,8,23,1998-03-13,97,Algeria,RKC Waalwijk,10,Eredivisie,68,1700000,3000,184,81,LCB,2021-08-16,A. Touba,Ahmed Touba,Ahmed Touba,Left,Medium/Medium,Normal (170-185),82,Dec,muscle injuries,defenders
Marius Liesegang,337090,21/22,Meniscus tear,2021-10-14,2022-01-17,95,10,21,2000-01-07,21,Germany,FSV Mainz 05,19,Bundesliga,58,350000,2000,189,83,RES,2021-08-16,M. Liesegang,Marius Liesegang,Marius Liesegang,Right,Medium/Medium,Normal (185+),NA,Oct,muscle injuries,other
Francesco Antonucci,338627,21/22,Corona virus,2022-02-10,2022-02-24,14,1,22,1999-06-20,7,Belgium,Feyenoord,10,Eredivisie,65,1600000,2000,172,66,SUB,2021-08-16,F. Antonucci,Francesco Antonucci,Francesco Antonucci,Right,Medium/Medium,Normal (170-185),65,Feb,coronavirus,other
Francesco Antonucci,338627,21/22,Knock,2021-08-21,2021-10-28,68,12,22,1999-06-20,7,Belgium,Feyenoord,10,Eredivisie,65,1600000,2000,172,66,SUB,2021-08-16,F. Antonucci,Francesco Antonucci,Francesco Antonucci,Right,Medium/Medium,Normal (170-185),65,Aug,bruises and contusions,other
Sebastiaan Bornauw,338629,21/22,Bruised back,2022-04-28,2022-05-12,14,2,22,1999-03-22,7,Belgium,VfL Wolfsburg,19,Bundesliga,76,11000000,40000,191,83,SUB,2021-08-16,S. Bornauw,Sebastiaan Bornauw,Sebastiaan Bornauw,Right,Medium/Medium,Lean (185+),72,Apr,bruises and contusions,other
Guven Yalcin,341019,21/22,pneumonia,2022-01-03,2022-01-08,5,1,22,1999-01-18,48,Turkey,Beşiktaş,68,Super Lig,69,2900000,18000,184,77,SUB,2021-08-16,G. Yalçın,Güven Yalçın,Güven Yalçın,Right,High/Medium,Normal (170-185),76,Jan,illnesses and infections,other
Lazar Carevic,344457,21/22,Knock,2021-09-11,2021-09-19,8,2,22,1999-03-16,15,Montenegro,FC Barcelona,53,La Liga,60,475000,10000,195,88,RES,2022-05-27,L. Carević,Lazar Carević,Lazar Carević,Right,Medium/Medium,Lean (185+),NA,Sep,bruises and contusions,other
Lazar Carevic,344457,21/22,Knee injury,2021-08-07,2021-08-21,14,NA,22,1999-03-16,15,Montenegro,FC Barcelona,53,La Liga,60,475000,10000,195,88,RES,2022-05-27,L. Carević,Lazar Carević,Lazar Carević,Right,Medium/Medium,Lean (185+),NA,Aug,joint and ligament injuries,other
Kamil Piatkowski,345449,21/22,Ill,2022-03-12,2022-03-15,3,1,21,2000-06-21,37,Poland,Salzburg,80,Bundesliga,71,3900000,11000,191,83,SUB,2021-08-16,K. Piątkowski,Kamil Piątkowski,Kamil Piątkowski,Right,High/High,Normal (185+),81,Mar,illnesses and infections,other
Kamil Piatkowski,345449,21/22,Broken ankle,2021-09-22,2021-11-26,65,17,21,2000-06-21,37,Poland,Salzburg,80,Bundesliga,71,3900000,11000,191,83,SUB,2021-08-16,K. Piątkowski,Kamil Piątkowski,Kamil Piątkowski,Right,High/High,Normal (185+),81,Sep,bone injuries,other
Kamil Piatkowski,345449,21/22,Fitness,2021-07-01,2021-07-31,30,2,21,2000-06-21,37,Poland,Salzburg,80,Bundesliga,71,3900000,11000,191,83,SUB,2021-08-16,K. Piątkowski,Kamil Piątkowski,Kamil Piątkowski,Right,High/High,Normal (185+),81,Jul,rest and fitness,other
Robin Le Normand,351809,21/22,Injury to the ankle,2021-09-27,2021-09-29,2,NA,24,1996-11-11,18,France,Real Sociedad,53,La Liga,78,19000000,26000,187,81,LCB,2021-08-16,R. Le Normand,Robin Le Normand,Robin Le Normand,Right,Medium/Medium,Normal (185+),66,Sep,miscellaneous,defenders
Omar Alderete,353032,21/22,Adductor injury,2022-01-22,2022-02-06,15,5,24,1996-12-26,58,Paraguay,Valencia,53,La Liga,73,4400000,25000,188,77,LCB,2021-08-16,O. Alderete,Omar Federico Alderete Fernández,Omar Alderete,Left,Medium/Medium,Normal (185+),66,Jan,muscle injuries,defenders
Omar Alderete,353032,21/22,Corona virus,2021-12-11,2021-12-22,11,3,24,1996-12-26,58,Paraguay,Valencia,53,La Liga,73,4400000,25000,188,77,LCB,2021-08-16,O. Alderete,Omar Federico Alderete Fernández,Omar Alderete,Left,Medium/Medium,Normal (185+),66,Dec,coronavirus,defenders
Marcus Coco,353365,21/22,ankle sprain,2022-02-28,2022-04-01,32,8,25,1996-06-24,18,France,Nantes,16,Ligue 1,73,4000000,20000,184,78,RM,2021-08-16,M. Coco,Marcus Coco,Marcus Coco,Right,High/Medium,Normal (170-185),86,Feb,joint and ligament injuries,midfielders
Lucas Tousart,353948,21/22,Corona virus,2022-01-05,2022-01-08,3,NA,24,1997-04-29,18,France,Hertha BSC,19,Bundesliga,76,10500000,31000,185,83,SUB,2021-08-16,L. Tousart,Lucas Simon Pierre Tousart,Lucas Tousart,Right,Medium/High,Normal (185+),59,Jan,coronavirus,other
Lucas Tousart,353948,21/22,Corona virus,2021-12-04,2021-12-09,5,1,24,1997-04-29,18,France,Hertha BSC,19,Bundesliga,76,10500000,31000,185,83,SUB,2021-08-16,L. Tousart,Lucas Simon Pierre Tousart,Lucas Tousart,Right,Medium/High,Normal (185+),59,Dec,coronavirus,other
Shamar Nicholson,354666,21/22,Broken cheekbone,2021-09-19,2021-09-29,10,1,24,1997-03-16,82,Jamaica,Spartak Moskva,67,Premier League,72,3600000,34000,192,83,SUB,2022-01-13,S. Nicholson,Shamar Amaro Nicholson,Shamar Nicholson,Right,Medium/Medium,Normal (185+),68,Sep,bone injuries,other
Bright Osayi-Samuel,358948,21/22,unknown injury,2022-04-22,2022-05-07,15,2,23,1997-12-31,133,Nigeria,Fenerbahçe,68,Super Lig,73,4800000,31000,175,72,RM,2021-08-16,B. Osayi-Samuel,Bright Osayi-Samuel,Bright Osayi-Samuel,Right,High/Medium,Normal (170-185),93,Apr,unknown injuries,midfielders
Teun Koopmeiners,360518,21/22,unknown injury,2022-04-27,2022-04-28,1,1,23,1998-02-28,34,Netherlands,AZ,10,Eredivisie,79,24500000,12000,183,77,LCM,2021-08-16,T. Koopmeiners,Teun Koopmeiners,Teun Koopmeiners,Left,Medium/Medium,Normal (170-185),65,Apr,unknown injuries,midfielders
Teun Koopmeiners,360518,21/22,Corona virus,2022-01-21,2022-02-02,12,1,23,1998-02-28,34,Netherlands,AZ,10,Eredivisie,79,24500000,12000,183,77,LCM,2021-08-16,T. Koopmeiners,Teun Koopmeiners,Teun Koopmeiners,Left,Medium/Medium,Normal (170-185),65,Jan,coronavirus,midfielders
Jurgen Ekkelenkamp,361068,21/22,Corona virus,2022-02-20,2022-02-24,4,1,21,2000-04-05,34,Netherlands,Ajax,10,Eredivisie,70,3600000,7000,188,75,SUB,2021-08-16,J. Ekkelenkamp,Jurgen Ekkelenkamp,Jurgen Ekkelenkamp,Right,Medium/Medium,Normal (185+),63,Feb,coronavirus,other
Torben Musel,368860,21/22,Hamstring injury,2022-02-03,2022-03-07,32,7,21,1999-07-25,21,Germany,Borussia Mönchengladbach,19,Bundesliga,61,750000,4000,185,76,RES,2021-08-16,T. Müsel,Torben Müsel,Torben Müsel,Right,Medium/Medium,Lean (185+),67,Feb,muscle injuries,other
Sasa Kalajdzic,369567,21/22,Corona virus,2022-04-04,2022-04-11,7,1,23,1997-07-07,4,Austria,VfB Stuttgart,19,Bundesliga,77,16000000,27000,200,90,ST,2021-08-16,S. Kalajdžić,Saša Kalajdžić,Saša Kalajdžić,Right,Medium/Medium,Unique,61,Apr,coronavirus,forwards
Sasa Kalajdzic,369567,21/22,Calf problems,2022-02-10,2022-02-14,4,1,23,1997-07-07,4,Austria,VfB Stuttgart,19,Bundesliga,77,16000000,27000,200,90,ST,2021-08-16,S. Kalajdžić,Saša Kalajdžić,Saša Kalajdžić,Right,Medium/Medium,Unique,61,Feb,muscle injuries,forwards
Sasa Kalajdzic,369567,21/22,Shoulder injury,2021-08-19,2022-01-03,137,24,23,1997-07-07,4,Austria,VfB Stuttgart,19,Bundesliga,77,16000000,27000,200,90,ST,2021-08-16,S. Kalajdžić,Saša Kalajdžić,Saša Kalajdžić,Right,Medium/Medium,Unique,61,Aug,miscellaneous,forwards
Sasa Kalajdzic,369567,21/22,Corona virus,2021-07-29,2021-08-16,18,2,23,1997-07-07,4,Austria,VfB Stuttgart,19,Bundesliga,77,16000000,27000,200,90,ST,2021-08-16,S. Kalajdžić,Saša Kalajdžić,Saša Kalajdžić,Right,Medium/Medium,Unique,61,Jul,coronavirus,forwards
Richard van der Venne,376675,21/22,Knee surgery,2021-10-14,2021-12-31,78,12,29,1992-05-16,34,Netherlands,RKC Waalwijk,10,Eredivisie,65,700000,2000,173,71,CAM,2021-08-16,R. van der Venne,Richard van der Venne,Richard van der Venne,Left,High/Medium,Normal (170-185),62,Oct,surgeries,midfielders
Richard van der Venne,376675,21/22,Knee injury,2021-09-20,2021-10-01,11,2,29,1992-05-16,34,Netherlands,RKC Waalwijk,10,Eredivisie,65,700000,2000,173,71,CAM,2021-08-16,R. van der Venne,Richard van der Venne,Richard van der Venne,Left,High/Medium,Normal (170-185),62,Sep,joint and ligament injuries,midfielders
Benaissa Benamar,387199,21/22,Groin injury,2022-04-03,2022-06-30,88,NA,24,1997-04-08,129,Morocco,FC Utrecht,10,Eredivisie,65,1300000,3000,191,85,SUB,2021-08-16,B. Benamar,Benaissa Benamar,Benaissa Benamar,Right,Medium/Medium,Normal (185+),73,Apr,muscle injuries,other
Benaissa Benamar,387199,21/22,unknown injury,2021-11-21,2021-12-09,18,3,24,1997-04-08,129,Morocco,FC Utrecht,10,Eredivisie,65,1300000,3000,191,85,SUB,2021-08-16,B. Benamar,Benaissa Benamar,Benaissa Benamar,Right,Medium/Medium,Normal (185+),73,Nov,unknown injuries,other
Julian Albrecht,392149,21/22,Ligament injury,2022-04-30,2022-05-13,13,2,19,2001-08-31,21,Germany,Hertha BSC,19,Bundesliga,57,400000,3000,182,78,RES,2021-08-16,J. Albrecht,Julian Albrecht,Julian Albrecht,Right,Medium/Medium,Lean (170-185),52,Apr,joint and ligament injuries,other
Julian Albrecht,392149,21/22,Quarantine,2022-01-03,2022-01-20,17,NA,19,2001-08-31,21,Germany,Hertha BSC,19,Bundesliga,57,400000,3000,182,78,RES,2021-08-16,J. Albrecht,Julian Albrecht,Julian Albrecht,Right,Medium/Medium,Lean (170-185),52,Jan,illnesses and infections,other
Julian Albrecht,392149,21/22,muscular problems,2021-11-28,2021-12-05,7,2,19,2001-08-31,21,Germany,Hertha BSC,19,Bundesliga,57,400000,3000,182,78,RES,2021-08-16,J. Albrecht,Julian Albrecht,Julian Albrecht,Right,Medium/Medium,Lean (170-185),52,Nov,muscle injuries,other
Godfried Roemeratoe,393241,21/22,unknown injury,2022-02-01,2022-02-15,14,2,21,1999-08-19,34,Netherlands,FC Twente,10,Eredivisie,67,2200000,3000,178,74,SUB,2021-08-16,G. Roemeratoe,Godfried Roemeratoe,Godfried Roemeratoe,Right,Medium/High,Normal (170-185),70,Feb,unknown injuries,other
Godfried Roemeratoe,393241,21/22,unknown injury,2021-09-23,2021-10-10,17,6,21,1999-08-19,34,Netherlands,FC Twente,10,Eredivisie,67,2200000,3000,178,74,SUB,2021-08-16,G. Roemeratoe,Godfried Roemeratoe,Godfried Roemeratoe,Right,Medium/High,Normal (170-185),70,Sep,unknown injuries,other
Godfried Roemeratoe,393241,21/22,unknown injury,2021-08-03,2021-08-12,9,NA,21,1999-08-19,34,Netherlands,FC Twente,10,Eredivisie,67,2200000,3000,178,74,SUB,2021-08-16,G. Roemeratoe,Godfried Roemeratoe,Godfried Roemeratoe,Right,Medium/High,Normal (170-185),70,Aug,unknown injuries,other
Brenden Aaronson,393323,21/22,Knee problems,2022-03-19,2022-04-23,35,7,20,2000-10-22,95,United States,Salzburg,80,Bundesliga,70,3500000,11000,178,67,CAM,2021-08-16,B. Aaronson,Brenden Russell Aaronson,Brenden Aaronson,Right,High/Medium,Lean (170-185),80,Mar,joint and ligament injuries,midfielders
Emanuel Vignato,394346,21/22,Intestinal virus,2022-04-24,2022-04-27,3,2,20,2000-08-24,27,Italy,Bologna,31,Serie A,71,4100000,14000,175,67,SUB,2021-08-16,E. Vignato,Emanuel Vignato,Emanuel Vignato,Right,Medium/Low,Lean (170-185),73,Apr,illnesses and infections,other
Emanuel Vignato,394346,21/22,unknown injury,2022-03-05,2022-03-12,7,1,20,2000-08-24,27,Italy,Bologna,31,Serie A,71,4100000,14000,175,67,SUB,2021-08-16,E. Vignato,Emanuel Vignato,Emanuel Vignato,Right,Medium/Low,Lean (170-185),73,Mar,unknown injuries,other
Emanuel Vignato,394346,21/22,Corona virus,2022-01-05,2022-01-15,10,1,20,2000-08-24,27,Italy,Bologna,31,Serie A,71,4100000,14000,175,67,SUB,2021-08-16,E. Vignato,Emanuel Vignato,Emanuel Vignato,Right,Medium/Low,Lean (170-185),73,Jan,coronavirus,other
Emanuel Vignato,394346,21/22,muscular problems,2021-08-30,2021-09-07,8,2,20,2000-08-24,27,Italy,Bologna,31,Serie A,71,4100000,14000,175,67,SUB,2021-08-16,E. Vignato,Emanuel Vignato,Emanuel Vignato,Right,Medium/Low,Lean (170-185),73,Aug,muscle injuries,other
Logan Chalmers,396548,21/22,Knee injury,2021-08-07,2021-09-20,44,7,21,2000-03-24,42,Scotland,Dundee United,50,Premiership,62,900000,1000,175,70,RW,2021-08-16,L. Chalmers,Logan Chalmers,Logan Chalmers,Left,Medium/Medium,Lean (170-185),77,Aug,joint and ligament injuries,forwards
Jordi Osei-Tutu,397099,21/22,Ankle injury,2021-12-16,2022-02-21,67,NA,22,1998-10-02,14,England,Arsenal,13,Premier League,66,1800000,15000,176,70,RES,2022-01-13,J. Osei-Tutu,Jordi Osei-Tutu,Jordi Osei-Tutu,Right,Medium/Medium,Lean (170-185),88,Dec,joint and ligament injuries,other
Jordi Osei-Tutu,397099,21/22,Hamstring injury,2021-08-19,2021-11-29,102,18,22,1998-10-02,14,England,Arsenal,13,Premier League,66,1800000,15000,176,70,RES,2022-01-13,J. Osei-Tutu,Jordi Osei-Tutu,Jordi Osei-Tutu,Right,Medium/Medium,Lean (170-185),88,Aug,muscle injuries,other
Nikolai Baden Frederiksen,400550,21/22,Ankle injury,2022-03-30,2022-05-07,38,5,21,2000-05-18,13,Denmark,Vitesse,10,Eredivisie,70,3600000,8000,179,64,SUB,2021-08-16,N. Baden Frederiksen,Nikolai Baden Frederiksen,Nikolai Baden Frederiksen,Left,Medium/Medium,Normal (170-185),81,Mar,joint and ligament injuries,other
Alexander Sorloth,238407,21/22,Ill,2022-01-07,2022-01-09,2,1,25,1995-12-05,36,Norway,RB Leipzig,19,Bundesliga,76,10000000,61000,194,90,SUB,2021-08-16,A. Sørloth,Alexander Sørloth,Alexander Sørloth,Left,High/Medium,Normal (185+),80,Jan,illnesses and infections,other
Alexander Sorloth,238407,21/22,Hamstring injury,2021-09-23,2021-10-15,22,9,25,1995-12-05,36,Norway,RB Leipzig,19,Bundesliga,76,10000000,61000,194,90,SUB,2021-08-16,A. Sørloth,Alexander Sørloth,Alexander Sørloth,Left,High/Medium,Normal (185+),80,Sep,muscle injuries,other
Alexander Sorloth,238407,21/22,Ill,2021-08-12,2021-08-25,13,NA,25,1995-12-05,36,Norway,RB Leipzig,19,Bundesliga,76,10000000,61000,194,90,SUB,2021-08-16,A. Sørloth,Alexander Sørloth,Alexander Sørloth,Left,High/Medium,Normal (185+),80,Aug,illnesses and infections,other
Juan Musso,242359,21/22,Corona virus,2022-01-01,2022-01-07,6,NA,27,1994-05-06,52,Argentina,Atalanta,31,Serie A,81,25500000,44000,191,93,GK,2021-08-16,J. Musso,Juan Agustín Musso,Juan Musso,Right,Medium/Medium,Normal (185+),NA,Jan,coronavirus,goalkeepers
Cedric Itten,243856,21/22,Ill,2022-02-05,2022-04-10,64,18,24,1996-12-27,47,Switzerland,Rangers,50,Premiership,71,3000000,29000,189,81,SUB,2021-08-16,C. Itten,Cédric Jan Itten,Cédric Itten,Right,High/Medium,Normal (185+),68,Feb,illnesses and infections,other
Wessel Dammers,250450,21/22,unknown injury,2021-09-10,2021-09-20,10,2,26,1995-03-01,34,Netherlands,FC Groningen,10,Eredivisie,68,1400000,4000,185,68,CB,2021-08-16,W. Dammers,Wessel Dammers,Wessel Dammers,Right,Medium/High,Normal (185+),62,Sep,unknown injuries,defenders
Carlos de Pena,257740,21/22,Corona virus,2022-01-03,2022-01-23,20,NA,29,1992-03-11,60,Uruguay,Dynamo Kyiv,332,Premier League,74,4100000,1000,177,72,LM,2021-08-16,C. de Pena,Carlos María de Pena Bonino,Carlos de Pena,Left,Medium/Medium,Lean (170-185),75,Jan,coronavirus,midfielders
Umut Bozok,259025,21/22,Hamstring injury,2022-05-21,2022-06-15,25,5,24,1996-09-19,18,France,Kasımpaşa,68,Super Lig,69,2100000,9000,178,75,SUB,2021-08-16,U. Bozok,Umut Dilan Bozok,Umut Bozok,Right,High/Medium,Normal (170-185),80,May,muscle injuries,other
Isaac Sackey,259943,21/22,unknown injury,2022-05-06,2022-05-23,17,3,27,1994-04-04,117,Ghana,Hatayspor,68,Super Lig,68,1300000,6000,190,88,SUB,2021-08-16,I. Sackey,Isaac Sackey,Isaac Sackey,Right,Medium/High,Normal (185+),50,May,unknown injuries,other
Isaac Sackey,259943,21/22,Fitness,2021-10-19,2021-11-08,20,3,27,1994-04-04,117,Ghana,Hatayspor,68,Super Lig,68,1300000,6000,190,88,SUB,2021-08-16,I. Sackey,Isaac Sackey,Isaac Sackey,Right,Medium/High,Normal (185+),50,Oct,rest and fitness,other
Isaac Sackey,259943,21/22,unknown injury,2021-09-22,2021-10-19,27,4,27,1994-04-04,117,Ghana,Hatayspor,68,Super Lig,68,1300000,6000,190,88,SUB,2021-08-16,I. Sackey,Isaac Sackey,Isaac Sackey,Right,Medium/High,Normal (185+),50,Sep,unknown injuries,other
Isaac Sackey,259943,21/22,unknown injury,2021-08-08,2021-08-27,19,2,27,1994-04-04,117,Ghana,Hatayspor,68,Super Lig,68,1300000,6000,190,88,SUB,2021-08-16,I. Sackey,Isaac Sackey,Isaac Sackey,Right,Medium/High,Normal (185+),50,Aug,unknown injuries,other
Manuel Locatelli,265088,21/22,Inner ligament injury,2022-04-03,2022-05-10,37,7,23,1998-01-08,27,Italy,Sassuolo,31,Serie A,82,44000000,37000,185,75,LDM,2021-08-16,M. Locatelli,Manuel Locatelli,Manuel Locatelli,Right,Medium/High,Lean (185+),61,Apr,joint and ligament injuries,midfielders
Manuel Locatelli,265088,21/22,Corona virus,2022-03-17,2022-03-24,7,2,23,1998-01-08,27,Italy,Sassuolo,31,Serie A,82,44000000,37000,185,75,LDM,2021-08-16,M. Locatelli,Manuel Locatelli,Manuel Locatelli,Right,Medium/High,Lean (185+),61,Mar,coronavirus,midfielders
Chris Fuhrich,272278,21/22,Knee problems,2022-02-24,2022-03-03,7,1,23,1998-01-09,21,Germany,VfB Stuttgart,19,Bundesliga,73,4800000,19000,178,69,SUB,2021-08-16,C. Führich,Chris Führich,Chris Führich,Right,High/Medium,Lean (170-185),81,Feb,joint and ligament injuries,other
Chris Fuhrich,272278,21/22,Corona virus,2021-11-25,2021-12-09,14,2,23,1998-01-09,21,Germany,VfB Stuttgart,19,Bundesliga,73,4800000,19000,178,69,SUB,2021-08-16,C. Führich,Chris Führich,Chris Führich,Right,High/Medium,Lean (170-185),81,Nov,coronavirus,other
Chris Fuhrich,272278,21/22,Ankle injury,2021-11-01,2021-11-25,24,4,23,1998-01-09,21,Germany,VfB Stuttgart,19,Bundesliga,73,4800000,19000,178,69,SUB,2021-08-16,C. Führich,Chris Führich,Chris Führich,Right,High/Medium,Lean (170-185),81,Nov,joint and ligament injuries,other
