player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category,total_days_missed,injury_count
Ozan Kabak,361260,21/22,Hamstring injury,2022-03-30,2022-05-23,54,9,21,2000-03-25,48,Turkey,Norwich City,13,Premier League,76,15500000,9000,186,86,SUB,2021-09-23,O. Kabak,Ozan Muhammed Kabak,Ozan Kabak,Right,Medium/High,Stocky (185+),69,Mar,muscle injuries,other,79,2
Ozan Tufan,236471,21/22,unknown injury,2022-02-08,2022-02-16,8,2,26,1995-03-23,48,Turkey,Fenerbahçe,68,Super Lig,76,9500000,44000,179,80,SUB,2021-08-16,O. Tufan,Ozan Tufan,Ozan Tufan,Right,Medium/Medium,Normal (170-185),75,Feb,unknown injuries,other,13,2
Ozgur Ozkaya,76445,21/22,Muscle contusion,2022-04-10,2022-05-22,42,7,33,1988-02-08,48,Turkey,Altay,68,Super Lig,69,725000,7000,177,73,SUB,2021-08-16,Ö. Özkaya,Özgür Özkaya,Özgür Özkaya,Left,Medium/Medium,Normal (170-185),71,Apr,muscle injuries,other,42,1
Pablo,817665,21/22,Corona virus,2021-07-20,2021-07-30,10,NA,30,1991-06-21,54,Brazil,Lokomotiv Moskva,67,Premier League,77,8500000,43000,188,86,LCB,2021-08-16,NA,Pablo Nascimento Castro,Pablo NA,Right,Medium/Medium,Normal (185+),52,Jul,coronavirus,defenders,10,1
Pablo Maffeo,251876,21/22,Muscle injury,2021-09-20,2021-10-01,11,2,23,1997-07-12,45,Spain,Mallorca,53,La Liga,75,10500000,20000,172,70,RB,2021-08-16,NA,Pablo Carmine Maffeo Becerra,Pablo NA,Right,High/Medium,Normal (170-185),85,Sep,muscle injuries,defenders,11,1
Pablo Rosario,370791,21/22,Strain in the thigh and gluteal muscles,2022-01-31,2022-02-08,8,2,24,1997-01-07,34,Netherlands,Nice,16,Ligue 1,75,7500000,23000,188,73,RCM,2021-08-16,P. Rosario,Pablo Paulino Rosario,Pablo Rosario,Right,Medium/Medium,Normal (185+),67,Jan,muscle injuries,midfielders,8,1
Pablo Sarabia,74230,22/23,Injury to the ankle,2022-08-30,2022-09-01,2,1,30,1992-05-11,45,Spain,Paris Saint Germain,16,Ligue 1,81,25000000,95000,174,70,SUB,2022-09-01,NA,Pablo Sarabia García,Pablo NA,Left,High/Medium,Lean (170-185),73,Aug,miscellaneous,other,2,1
Pablo Torre,720038,22/23,Ankle injury,2022-11-24,2022-12-24,30,NA,19,2003-04-03,45,Spain,FC Barcelona,53,La Liga,68,3100000,23000,173,63,RES,2022-09-01,NA,Pablo Torre Carral,Pablo NA,Right,Medium/Medium,Lean (170-185),74,Nov,joint and ligament injuries,other,30,1
Panagiotis Retsos,324351,22/23,unknown injury,2023-02-14,2023-03-02,16,2,23,1998-08-09,22,Greece,Hellas Verona,31,Serie A,72,3200000,15000,186,79,SUB,2022-09-01,P. Retsos,Panagiotis Retsos,Panagiotis Retsos,Right,Medium/High,Lean (185+),63,Feb,unknown injuries,other,81,5
Paolo Farago,167796,21/22,Hamstring muscle injury,2022-02-14,2022-03-10,24,6,28,1993-02-12,27,Italy,Cagliari,31,Serie A,68,1100000,12000,187,80,SUB,2021-08-16,P. Faragò,Paolo Pancrazio Faragò,Paolo Faragò,Right,Medium/Medium,Normal (185+),60,Feb,muscle injuries,other,177,2
Paolo Ghiglione,313477,22/23,unknown injury,2023-03-17,2023-03-29,12,1,25,1997-02-02,27,Italy,Cremonese,31,Serie A,69,1700000,6000,191,80,RB,2022-09-01,P. Ghiglione,Paolo Ghiglione,Paolo Ghiglione,Right,Medium/Medium,Lean (185+),80,Mar,unknown injuries,defenders,78,6
Paolo Gozzi,487333,22/23,unknown injury,2023-04-21,2023-05-10,19,1,21,2001-04-25,27,Italy,Juventus,31,Serie A,64,1400000,12000,187,74,RES,2022-09-01,P. Gozzi,Paolo Gozzi,Paolo Gozzi,Left,Medium/Medium,Normal (185+),74,Apr,unknown injuries,other,19,1
Pape-Alioune Ndiaye,433219,22/23,Ill,2022-10-01,2022-10-03,2,1,24,1998-02-04,18,France,Rheindorf Altach,80,Bundesliga,63,575000,2000,203,71,SUB,2022-09-01,P. Ndiaye,Pape-Alioune Ndiaye,Pape-Alioune Ndiaye,Left,Low/Medium,Lean (185+),38,Oct,illnesses and infections,other,20,3
Pascal Gross,82873,21/22,Corona virus,2021-12-14,2021-12-25,11,1,30,1991-06-15,21,Germany,Brighton & Hove Albion,13,Premier League,76,7000000,51000,181,78,RCM,2021-08-16,P. Groß,Pascal Groß,Pascal Groß,Right,Medium/Medium,Lean (170-185),50,Dec,coronavirus,midfielders,11,1
Pascal Stenzel,195246,22/23,Torn muscle fiber,2023-02-19,2023-03-30,39,4,26,1996-03-20,21,Germany,VfB Stuttgart,19,Bundesliga,69,1500000,10000,183,74,SUB,2022-09-01,P. Stenzel,Pascal Stenzel,Pascal Stenzel,Right,Medium/Medium,Lean (170-185),52,Feb,muscle injuries,other,96,5
Pascal Struijk,410708,21/22,Hip injury,2021-12-01,2022-01-14,44,6,21,1999-08-11,34,Netherlands,Leeds United,13,Premier League,74,9000000,38000,190,79,LCB,2021-08-16,P. Struijk,Pascal Struijk,Pascal Struijk,Left,Medium/High,Normal (185+),58,Dec,miscellaneous,defenders,44,1
Pasquale Mazzocchi,250153,22/23,muscular problems,2023-03-30,2023-04-14,15,2,26,1995-07-27,27,Italy,Salernitana,31,Serie A,70,1700000,13000,180,74,RM,2022-09-01,P. Mazzocchi,Pasquale Mazzocchi,Pasquale Mazzocchi,Right,Medium/Medium,Normal (170-185),76,Mar,muscle injuries,midfielders,140,5
Patric,126729,22/23,Inflammation of ligaments in the knee,2022-11-09,2022-12-02,23,2,29,1993-04-17,45,Spain,Lazio,31,Serie A,75,5000000,38000,184,72,SUB,2022-09-01,NA,Patricio Gabarrón Gil,Patricio NA,Right,Medium/High,Lean (170-185),69,Nov,inflammation,other,60,4
Patrick Bamford,183334,22/23,Groin problems,2022-11-05,2022-12-31,56,5,28,1993-09-05,14,England,Leeds United,13,Premier League,78,14500000,48000,185,71,ST,2022-09-01,P. Bamford,Patrick Bamford,Patrick Bamford,Left,High/High,Lean (185+),82,Nov,muscle injuries,forwards,306,4
Patrick Berg,308439,21/22,Adductor pain,2022-04-21,2022-04-25,4,1,23,1997-11-24,36,Norway,Lens,16,Ligue 1,75,11000000,23000,178,76,SUB,2022-01-13,P. Berg,Patrick Berg,Patrick Berg,Right,Medium/High,Normal (170-185),74,Apr,muscle injuries,other,4,1
Patrick Herrmann,32711,21/22,Corona virus,2022-03-17,2022-03-28,11,1,30,1991-02-12,21,Germany,Borussia Mönchengladbach,19,Bundesliga,74,4100000,24000,179,71,SUB,2021-08-16,P. Herrmann,Patrick Herrmann,Patrick Herrmann,Right,Medium/High,Lean (170-185),70,Mar,coronavirus,other,11,1
Patrick Joosten,317593,21/22,ankle sprain,2021-09-29,2021-10-03,4,1,25,1996-04-14,34,Netherlands,FC Groningen,10,Eredivisie,66,1100000,3000,176,72,SUB,2021-08-16,P. Joosten,Patrick Joosten,Patrick Joosten,Right,High/Low,Lean (170-185),82,Sep,joint and ligament injuries,other,4,1
Patrick Osterhage,443331,22/23,Muscle injury,2023-05-06,2023-06-30,55,4,22,2000-02-01,21,Germany,VfL Bochum 1848,19,Bundesliga,69,2800000,10000,184,75,SUB,2022-09-01,P. Osterhage,Patrick Osterhage,Patrick Osterhage,Left,High/High,Lean (170-185),74,May,muscle injuries,other,102,6
Patrick Pentz,223972,22/23,Shoulder injury,2023-05-10,2023-05-17,7,2,25,1997-01-02,4,Austria,Reims,16,Ligue 1,73,3600000,13000,182,81,GK,2022-09-01,P. Pentz,Patrick Pentz,Patrick Pentz,Left,Medium/Medium,Normal (170-185),NA,May,miscellaneous,goalkeepers,7,1
Patrick Vroegh,433805,22/23,unknown injury,2023-01-01,2023-02-12,42,7,22,1999-11-29,34,Netherlands,RKC Waalwijk,10,Eredivisie,64,1200000,2000,175,67,LCM,2022-09-01,P. Vroegh,Patrick Vroegh,Patrick Vroegh,Left,Medium/Medium,Lean (170-185),55,Jan,unknown injuries,midfielders,54,3
Patrick Wimmer,533295,22/23,influenza,2022-11-10,2022-11-30,20,3,21,2001-05-30,4,Austria,VfL Wolfsburg,19,Bundesliga,76,17000000,30000,182,77,RM,2022-09-01,P. Wimmer,Patrick Wimmer,Patrick Wimmer,Right,High/Medium,Normal (170-185),85,Nov,illnesses and infections,midfielders,126,8
Patrick van Aanholt,52119,21/22,Corona virus,2022-01-03,2022-01-11,8,1,30,1990-08-29,34,Netherlands,Galatasaray,68,Super Lig,76,6500000,45000,176,67,LB,2021-08-16,P. van Aanholt,Patrick John Miguel van Aanholt,Patrick van Aanholt,Left,High/Low,Lean (170-185),84,Jan,coronavirus,defenders,8,1
Patrik Schick,242086,22/23,Adductor injury,2023-03-11,2023-10-12,215,26,26,1996-01-24,12,Czech Republic,Bayer 04 Leverkusen,19,Bundesliga,85,67500000,95000,191,85,ST,2022-09-01,P. Schick,Patrik Schick,Patrik Schick,Left,High/Medium,Normal (185+),78,Mar,muscle injuries,forwards,393,6
Patrik Walemark,721470,22/23,surgery,2023-04-12,2023-09-20,161,5,20,2001-10-14,46,Sweden,Feyenoord,10,Eredivisie,71,4100000,6000,184,75,RW,2022-09-01,P. Wålemark,Patrik Wålemark,Patrik Wålemark,Left,Medium/Medium,Normal (170-185),77,Apr,surgeries,forwards,222,3
Patryk Szysz,421710,22/23,Meniscus injury,2023-05-04,NA,300,41,24,1998-04-01,37,Poland,İstanbul Başakşehir,68,Super Lig,68,1800000,12000,177,70,SUB,2022-09-01,P. Szysz,Patryk Szysz,Patryk Szysz,Left,High/Medium,Normal (170-185),86,May,joint and ligament injuries,other,300,1
Paul Akouokou,429901,22/23,Appendicitis,2023-02-04,2023-02-20,16,3,24,1997-12-20,108,Côte d'Ivoire,Real Betis,53,La Liga,70,3300000,10000,182,68,RES,2022-09-01,P. Akouokou,Paul Akouokou,Paul Akouokou,Right,Medium/Medium,Lean (170-185),57,Feb,illnesses and infections,other,16,1
Paul Bernardoni,318507,21/22,Lung contusion,2021-11-01,2021-12-15,44,6,24,1997-04-18,18,France,Angers SCO,16,Ligue 1,77,13000000,15000,190,78,GK,2021-08-16,P. Bernardoni,Paul Jean François Bernardoni,Paul Bernardoni,Left,Medium/Medium,Normal (185+),NA,Nov,bruises and contusions,goalkeepers,44,1
Paul Dummett,170321,21/22,Calf injury,2021-07-28,2022-01-01,157,20,29,1991-09-26,50,Wales,Newcastle United,13,Premier League,74,3500000,32000,183,82,LCB,2021-08-16,P. Dummett,Paul Dummett,Paul Dummett,Left,Medium/Medium,Normal (170-185),64,Jul,muscle injuries,defenders,157,1
Paul Grave,452192,22/23,Shoulder injury,2022-08-18,2023-02-14,180,20,21,2001-04-10,21,Germany,VfL Bochum 1848,19,Bundesliga,55,275000,2000,193,93,SUB,2022-09-01,P. Grave,Paul Grave,Paul Grave,Right,Medium/Medium,Normal (185+),NA,Aug,miscellaneous,other,365,3
Paul Hanlon,60792,22/23,unknown injury,2022-07-01,2022-08-03,33,5,32,1990-01-20,42,Scotland,Hibernian,50,Premiership,67,650000,3000,180,70,SUB,2022-09-01,P. Hanlon,Paul Thomas Hanlon,Paul Hanlon,Left,Medium/High,Normal (170-185),57,Jul,unknown injuries,other,197,4
Paul Jaeckel,284248,21/22,infection,2021-11-18,2021-11-23,5,1,22,1998-07-22,21,Germany,FC Union Berlin,19,Bundesliga,70,3000000,13000,188,80,SUB,2021-08-16,P. Jaeckel,Paul Jaeckel,Paul Jaeckel,Right,Medium/Medium,Normal (185+),73,Nov,illnesses and infections,other,5,1
Paul McGinn,120070,21/22,Knock,2022-02-09,2022-04-19,69,11,30,1990-10-22,42,Scotland,Hibernian,50,Premiership,67,875000,3000,175,79,RB,2021-08-16,P. McGinn,Paul McGinn,Paul McGinn,Right,High/High,Normal (170-185),68,Feb,bruises and contusions,defenders,69,1
Paul McGowan,43734,21/22,Corona virus,2022-03-03,2022-03-10,7,2,33,1987-10-07,42,Scotland,Dundee,50,Premiership,64,350000,2000,170,65,LW,2021-08-16,P. McGowan,Paul McGowan,Paul McGowan,Right,High/Medium,Lean (170-),72,Mar,coronavirus,forwards,7,1
Paul McMullan,193883,21/22,Knock,2021-09-07,2021-09-14,7,1,25,1996-02-25,42,Scotland,Dundee,50,Premiership,64,775000,2000,168,68,RW,2021-08-16,P. McMullan,Paul James McMullan,Paul McMullan,Right,High/Low,Normal (170-),83,Sep,bruises and contusions,forwards,7,1
Paul Mukairu,667914,21/22,unknown injury,2022-01-16,2022-01-24,8,2,21,2000-01-18,133,Nigeria,Antalyaspor,68,Super Lig,69,3100000,7000,182,72,SUB,2021-08-16,P. Mukairu,Paul Omo Mukairu,Paul Mukairu,Right,High/Low,Normal (170-185),84,Jan,unknown injuries,other,16,2
Paul Pogba,122153,22/23,Hamstring injury,2023-05-14,2023-06-20,37,6,29,1993-03-15,18,France,Juventus,31,Serie A,85,52500000,165000,191,84,RES,2022-09-01,P. Pogba,Paul Pogba,Paul Pogba,Right,Medium/Low,Unique,67,May,muscle injuries,other,486,8
Paul Seguin,183780,22/23,muscular problems,2023-03-30,2023-04-03,4,1,27,1995-03-29,21,Germany,FC Union Berlin,19,Bundesliga,72,2700000,21000,185,82,SUB,2022-09-01,P. Seguin,Paul Seguin,Paul Seguin,Right,Medium/Medium,Lean (185+),61,Mar,muscle injuries,other,49,3
Paul Wanner,900909,22/23,Dental surgery,2023-03-29,2023-06-30,93,12,16,2005-12-23,21,Germany,FC Bayern München,19,Bundesliga,62,1200000,1000,185,72,RES,2023-01-13,P. Wanner,Paul Wanner,Paul Wanner,Left,Medium/Medium,Lean (185+),64,Mar,surgeries,other,112,3
Paul-Jose Mpoku,73846,21/22,Fitness,2022-05-12,2022-05-16,4,1,29,1992-04-19,110,Congo DR,Konyaspor,68,Super Lig,72,2300000,14000,180,79,CAM,2021-08-16,P. Mpoku,Paul-José M'Poku Ebunge,Paul-José Mpoku,Right,High/Medium,Normal (170-185),71,May,rest and fitness,midfielders,54,6
Paulinho,428791,22/23,cold,2022-11-03,2022-11-13,10,3,21,2000-07-15,54,Brazil,Bayer 04 Leverkusen,19,Bundesliga,75,9000000,31000,177,77,SUB,2022-09-01,NA,Paulo Henrique Sampaio Filho,Paulo NA,Right,Medium/Medium,Normal (170-185),85,Nov,illnesses and infections,other,1113,13
Paulo Dybala,206050,22/23,Ankle problems,2023-05-19,2023-05-29,10,2,28,1993-11-15,52,Argentina,Roma,31,Serie A,86,69500000,130000,177,75,LF,2022-09-01,P. Dybala,Paulo Bruno Exequiel Dybala,Paulo Dybala,Left,High/Low,Unique,80,May,joint and ligament injuries,forwards,175,12
Paulos Abraham,579289,22/23,Knee surgery,2023-02-24,2023-08-20,177,13,19,2002-07-16,46,Sweden,FC Groningen,10,Eredivisie,66,2000000,2000,176,69,SUB,2022-09-01,P. Abraham,Paulos Abraham,Paulos Abraham,Right,Medium/Medium,Lean (170-185),79,Feb,surgeries,other,304,5
Pavel Kaderabek,143798,22/23,Hamstring injury,2023-04-29,2023-06-30,62,5,30,1992-04-25,12,Czech Republic,TSG Hoffenheim,19,Bundesliga,77,9000000,31000,182,81,RWB,2022-09-01,P. Kadeřábek,Pavel Kadeřábek,Pavel Kadeřábek,Right,Medium/Medium,Normal (170-185),74,Apr,muscle injuries,defenders,197,7
Pavel Maslov,424121,21/22,Fitness,2022-05-12,2022-05-28,16,2,21,2000-04-14,40,Russia,Spartak Moskva,67,Premier League,69,3000000,15000,184,75,RES,2021-08-16,P. Maslov,Pavel Maslov,Pavel Maslov,Right,Medium/High,Normal (170-185),76,May,rest and fitness,other,169,2
Pawel Bochniewicz,248395,21/22,Cruciate ligament tear,2021-07-31,2022-06-30,334,63,25,1996-01-30,37,Poland,SC Heerenveen,10,Eredivisie,69,1800000,4000,194,85,RES,2021-08-16,P. Bochniewicz,Paweł Piotr Bochniewicz,Paweł Bochniewicz,Left,Low/High,Normal (185+),37,Jul,joint and ligament injuries,other,334,1
Pawel Dawidowicz,248732,22/23,Hamstring muscle injury,2023-05-15,2023-06-03,19,2,27,1995-05-20,37,Poland,Hellas Verona,31,Serie A,75,6500000,23000,189,80,LCB,2022-09-01,P. Dawidowicz,Paweł Marek Dawidowicz,Paweł Dawidowicz,Right,Medium/Medium,Lean (185+),62,May,muscle injuries,defenders,227,6
Pawel Jaroszynski,287600,22/23,unknown injury,2022-10-27,2023-01-29,94,3,27,1994-10-02,37,Poland,Salernitana,31,Serie A,66,900000,7000,184,78,RES,2022-09-01,P. Jaroszyński,Paweł Kamil Jaroszyński,Paweł Jaroszyński,Left,Medium/High,Stocky (170-185),59,Oct,unknown injuries,other,138,4
Pawel Olkowski,117469,21/22,Corona virus,2022-01-07,2022-01-15,8,2,31,1990-02-13,37,Poland,Gaziantep F.K.,68,Super Lig,70,1200000,8000,184,76,RWB,2021-08-16,P. Olkowski,Paweł Olkowski,Paweł Olkowski,Right,Medium/Medium,Normal (170-185),74,Jan,coronavirus,defenders,75,2
Pawel Wszolek,164759,21/22,Knock,2021-10-07,2021-10-19,12,3,29,1992-04-30,37,Poland,FC Union Berlin,19,Bundesliga,71,1800000,19000,183,78,SUB,2021-08-16,P. Wszołek,Paweł Marek Wszołek,Paweł Wszołek,Right,Medium/Low,Normal (170-185),78,Oct,bruises and contusions,other,12,1
Pedri,683840,22/23,Hamstring injury,2023-05-15,2023-06-30,46,4,19,2002-11-25,45,Spain,FC Barcelona,53,La Liga,85,116000000,115000,174,61,LCM,2022-09-01,NA,Pedro González López,Pedro NA,Right,High/High,Lean (170-185),79,May,muscle injuries,midfielders,307,6
Pedrinho,515208,22/23,Torn thigh muscle,2022-08-29,2022-12-31,124,14,29,1992-12-20,38,Portugal,Ankaragücü,68,Super Lig,75,5500000,16000,170,65,LCM,2022-09-01,NA,Pedro Filipe Barbosa Moreira,Pedro NA,Right,High/High,Stocky (170-),77,Aug,muscle injuries,midfielders,187,5
Pedro,432895,22/23,Hamstring injury,2023-05-12,2023-05-19,7,2,34,1987-07-28,45,Spain,Lazio,31,Serie A,79,8000000,57000,169,65,SUB,2022-09-01,NA,Pedro Eliezer Rodríguez Ledesma,Pedro NA,Right,High/Low,Lean (170-),73,May,muscle injuries,other,92,8
Pedro Chirivella,242273,22/23,Pubalgia,2023-04-03,2023-05-21,48,9,25,1997-05-23,45,Spain,Nantes,16,Ligue 1,77,12500000,24000,178,66,LCM,2022-09-01,NA,Pedro Chirivella Burgos,Pedro NA,Right,Medium/Medium,Lean (170-185),59,Apr,miscellaneous,midfielders,48,1
Pedro Henrique,164015,21/22,Cruciate ligament injury,2022-09-05,2023-07-01,299,24,31,1990-06-16,54,Brazil,Sivasspor,68,Super Lig,71,1600000,12000,181,76,SUB,2021-08-16,NA,Pedro Henrique Konzen Medina da Silva,Pedro NA,Left,High/Medium,Lean (170-185),80,Sep,joint and ligament injuries,other,376,5
Pedro Mendes,72857,22/23,Knee injury,2022-08-08,2023-02-25,201,25,31,1990-10-01,38,Portugal,Montpellier,16,Ligue 1,74,2900000,19000,186,78,SUB,2022-09-01,NA,Pedro Filipe Teodósio Mendes,Pedro NA,Right,Medium/High,Normal (185+),59,Aug,joint and ligament injuries,other,342,2
Pedro Neto,487465,22/23,Ankle injury,2022-10-01,2023-02-05,127,27,22,2000-03-09,38,Portugal,Wolverhampton Wanderers,13,Premier League,78,28500000,72000,172,62,RW,2022-09-01,NA,Pedro Lomba Neto,Pedro NA,Left,High/Medium,Normal (170-185),85,Oct,joint and ligament injuries,forwards,127,1
Pedro Obiang,101213,21/22,unknown injury,2021-08-16,2022-07-06,324,55,29,1992-03-27,112,Equatorial Guinea,Sassuolo,31,Serie A,75,4800000,28000,185,75,RDM,2021-08-16,NA,Pedro Mba Obiang Avomo,Pedro NA,Right,Medium/Medium,Lean (185+),58,Aug,unknown injuries,midfielders,324,1
Pedro Ortiz,610238,21/22,Cruciate ligament tear,2021-10-01,2022-04-01,182,23,20,2000-08-19,45,Spain,Sevilla,53,La Liga,58,500000,3000,184,76,RES,2021-08-16,NA,Pedro Ortiz Bernat,Pedro NA,Left,High/Medium,Lean (170-185),65,Oct,joint and ligament injuries,other,182,1
Pedro Pereira,314965,22/23,unknown injury,2023-01-09,2023-01-18,9,2,24,1998-01-22,38,Portugal,Monza,31,Serie A,74,6000000,30000,185,72,SUB,2022-09-01,NA,Pedro Miguel Almeida Lopes Pereira,Pedro NA,Right,Medium/Medium,Normal (185+),76,Jan,unknown injuries,other,9,1
Peer Koopmeiners,361074,22/23,Ill,2022-08-03,2022-08-06,3,1,22,2000-05-04,34,Netherlands,AZ,10,Eredivisie,64,1400000,2000,185,78,SUB,2022-09-01,P. Koopmeiners,Peer Koopmeiners,Peer Koopmeiners,Right,Medium/Medium,Normal (185+),55,Aug,illnesses and infections,other,3,1
Pelle Clement,297693,21/22,Quarantine,2022-01-11,2022-01-17,6,1,25,1996-05-19,34,Netherlands,PEC Zwolle,10,Eredivisie,66,1200000,3000,177,67,LW,2021-08-16,P. Clement,Pelle Clement,Pelle Clement,Right,Medium/Medium,Normal (170-185),63,Jan,illnesses and infections,forwards,120,2
Pelle van Amersfoort,262613,22/23,unknown injury,2023-02-05,2023-02-16,11,2,26,1996-04-01,34,Netherlands,SC Heerenveen,10,Eredivisie,68,1400000,4000,193,77,RES,2023-01-13,P. van Amersfoort,Pelle van Amersfoort,Pelle van Amersfoort,Right,Medium/High,Lean (185+),65,Feb,unknown injuries,other,11,1
Percy Tau,312239,21/22,Muscle injury,2022-06-25,2022-07-26,31,8,27,1994-05-13,140,South Africa,Brighton & Hove Albion,13,Premier League,74,4900000,45000,175,65,SUB,2021-08-16,P. Tau,Percy Muzi Tau,Percy Tau,Left,Medium/Low,Lean (170-185),78,Jun,muscle injuries,other,31,1
Pere Milla,225593,22/23,Broken collarbone,2023-02-04,2023-02-04,0,1,29,1992-09-23,45,Spain,Elche,53,La Liga,76,7500000,23000,184,72,LS,2022-09-01,NA,Pere Milla Peña,Pere NA,Left,Medium/Low,Lean (170-185),75,Feb,bone injuries,forwards,0,1
Pere Pons,242497,21/22,Knee injury,2022-01-01,2022-01-17,16,2,28,1993-02-20,45,Spain,Deportivo Alavés,53,La Liga,75,5500000,23000,177,70,RCM,2021-08-16,NA,Pere Pons Riera,Pere NA,Right,Medium/High,Lean (170-185),62,Jan,joint and ligament injuries,midfielders,41,2
Perr Schuurs,418543,22/23,Adductor injury,2023-05-05,2023-05-12,7,1,22,1999-11-26,34,Netherlands,Ajax,10,Eredivisie,75,10500000,12000,191,79,SUB,2022-09-01,P. Schuurs,Perr Schuurs,Perr Schuurs,Right,Medium/Medium,Normal (185+),66,May,muscle injuries,other,130,5
Petar Filipovic,85922,21/22,surgery,2021-10-27,2022-04-01,156,19,30,1990-09-14,10,Croatia,LASK Linz,80,Bundesliga,69,1100000,12000,188,81,LCB,2021-08-16,P. Filipović,Petar Filipović,Petar Filipović,Left,Medium/Medium,Normal (185+),67,Oct,surgeries,defenders,180,3
Petar Stojanovic,183841,22/23,unknown injury,2023-05-15,2023-05-21,6,1,26,1995-10-07,44,Slovenia,Empoli,31,Serie A,75,7000000,11000,178,72,RB,2022-09-01,P. Stojanović,Petar Stojanović,Petar Stojanović,Right,High/Medium,Lean (170-185),79,May,unknown injuries,defenders,8,2
Petar Zovko,602299,22/23,unknown injury,2023-04-01,2023-05-24,53,9,20,2002-03-25,8,Bosnia and Herzegovina,Spezia,31,Serie A,58,425000,1000,192,80,SUB,2022-09-01,P. Zovko,Petar Zovko,Petar Zovko,Left,Medium/Medium,Normal (185+),NA,Apr,unknown injuries,other,53,1
Peter Gulacsi,57071,22/23,Cruciate ligament tear,2022-10-06,2023-09-15,344,48,32,1990-05-06,23,Hungary,RB Leipzig,19,Bundesliga,85,26500000,65000,191,86,GK,2022-09-01,P. Gulácsi,Péter Gulácsi,Péter Gulácsi,Right,Medium/Medium,Normal (185+),NA,Oct,joint and ligament injuries,goalkeepers,382,4
Peter Haring,195214,22/23,Fitness,2023-03-01,2023-04-03,33,5,29,1993-06-02,4,Austria,Hearts,50,Premiership,68,1200000,4000,187,85,RCM,2022-09-01,P. Haring,Peter Haring,Peter Haring,Right,Medium/Medium,Normal (185+),65,Mar,rest and fitness,midfielders,168,2
Peter Pawlett,62170,22/23,Hamstring injury,2023-02-04,2023-05-19,104,13,31,1991-02-03,42,Scotland,Dundee United,50,Premiership,65,600000,2000,178,68,RES,2022-09-01,P. Pawlett,Peter Ian Pawlett,Peter Pawlett,Right,High/Medium,Normal (170-185),76,Feb,muscle injuries,other,427,5
Peter Pekarik,51100,21/22,Corona virus,2022-01-14,2022-01-18,4,1,34,1986-10-30,43,Slovakia,Hertha BSC,19,Bundesliga,74,1500000,32000,177,73,SUB,2021-08-16,P. Pekarík,Peter Pekarík,Peter Pekarík,Right,Medium/Medium,Lean (170-185),62,Jan,coronavirus,other,4,1
Peter Zulj,128105,21/22,unknown injury,2021-12-23,2022-01-09,17,2,28,1993-06-09,4,Austria,İstanbul Başakşehir,68,Super Lig,71,1900000,23000,185,80,SUB,2021-08-16,P. Žulj,Peter Žulj,Peter Žulj,Left,High/Medium,Normal (185+),52,Dec,unknown injuries,other,40,3
Petko Hristov,372809,22/23,bruise,2023-03-30,2023-04-13,14,2,23,1999-03-01,9,Bulgaria,Spezia,31,Serie A,67,2100000,5000,191,85,SUB,2022-09-01,P. Hristov,Petko Hristov,Petko Hristov,Right,Medium/High,Lean (185+),40,Mar,bruises and contusions,other,61,5
Philipp Forster,179635,21/22,stomach problems,2022-05-11,2022-06-30,50,1,26,1995-02-04,21,Germany,VfB Stuttgart,19,Bundesliga,72,2800000,19000,188,82,SUB,2021-08-16,P. Förster,Philipp Förster,Philipp Förster,Left,High/High,Normal (185+),69,May,miscellaneous,other,99,5
Philipp Kohn,251322,21/22,Knee injury,2022-05-20,2022-06-30,41,1,23,1998-04-02,47,Switzerland,Salzburg,80,Bundesliga,67,1300000,6000,190,80,GK,2021-08-16,P. Köhn,Philipp François Köhn,Philipp Köhn,Right,Medium/Medium,Lean (185+),NA,May,joint and ligament injuries,goalkeepers,53,2
Philipp Lienhart,225657,22/23,Ill,2023-05-05,2023-05-08,3,1,25,1996-07-11,4,Austria,SC Freiburg,19,Bundesliga,78,15500000,27000,189,83,RCB,2022-09-01,P. Lienhart,Philipp Lienhart,Philipp Lienhart,Right,Medium/Medium,Normal (185+),70,May,illnesses and infections,defenders,74,5
Philipp Max,111275,22/23,Hamstring injury,2023-04-12,2023-05-23,41,7,28,1993-09-30,21,Germany,PSV,10,Eredivisie,77,9500000,18000,177,77,LB,2022-09-01,P. Max,Philipp Martin Max,Philipp Max,Left,High/Medium,Normal (170-185),78,Apr,muscle injuries,defenders,85,6
Philipp Pentke,8246,22/23,Bursitis,2022-08-15,2022-09-15,31,4,37,1985-05-01,21,Germany,TSG Hoffenheim,19,Bundesliga,71,210000,10000,191,84,SUB,2022-09-01,P. Pentke,Philipp Pentke,Philipp Pentke,Right,Medium/Medium,Normal (185+),NA,Aug,joint and ligament injuries,other,49,2
Philipp Schmiedl,246063,21/22,Ill,2022-03-11,2022-03-14,3,1,23,1997-07-23,4,Austria,FC Flyeralarm Admira,80,Bundesliga,63,650000,2000,187,89,SUB,2021-09-23,P. Schmiedl,Philipp Schmiedl,Philipp Schmiedl,Right,Medium/Medium,Normal (185+),49,Mar,illnesses and infections,other,3,1
